案件名,仕事形式,報酬下限,報酬上限,文字単価,メインカテゴリー,サブカテゴリー,スポンサー,スポンサーリンク,掲載日,案件先リンク,詳細内容
PDF4.13【高単価・長期的ライター募集・在宅できる】与えられたテーマについて文章を分かりやすく執筆していただくライター募集,固定報酬,6000,6000,4.0,ライティング,記事・ブログ作成,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318544?list=odd,"仕事内容
 
▼内容
長期的にお付き合いできるライター様を募集しております。
弊社のライター業務は数多くある弊社開発の特定のソフトウェアを実際に利用し、製品に慣れて頂いた後、定期的に記事作成の依頼に対応して頂く形になります。ソフトウェアという分野のライティングですので、分かりやすい文章が得意なライター様を募集しております。
▼記事の内容
記事ごとにテーマを指定させて頂きます。
テーマに沿った活用シーンや簡単なレビューを交え、ライティングして頂きます。
▼文字数
1500-2000字程度
▼納品格式
.docx/.xlsx
▼必要なスキル
·        ライティング 
·        エクセル 
·        エクセル（マクロ） 
·        ワード 
·        パワーポイント 
·        PC操作 
·        タッチタイピング
▼報酬について
初期報酬:　1記事：1200円（内容のクオリティにより相談可）
ご興味をお持ちの方は、ぜひ一度ご連絡ください。
▼初回の仕事の流れ
ご連絡頂いた方へマニュアル配布と、サンプル記事作成のご連絡を致します。
サンプル記事の内容を拝見させていただき、最終的な依頼の可否について判断をさせて頂きます。
==========================
1.弊社　執筆依頼の確認
2.ライター様　サンプル記事の作成
3.ライター様　サンプル記事の納品
4.弊社　サンプル記事の採用を判断し、支払い手続きをする
==========================
▼正式に依頼する事になった場合の仕事の流れ(イメージ)
5.弊社 正式に記事作成の依頼（5記事/週）
６.ライター様　記事の執筆・納品
7. 弊社　検収・支払い手続き・・・
==========================
▼注意点
・弊社サイト内の記事の転載、再利用等は禁止させて頂きます。
・他のサイトから文章をコピーし記事を作成する事は禁止させて頂きます。
・納品して頂いた文章の再利用・弊社以外への譲渡・転載は禁止させて頂きます。
・オリジナルの文章を作成して下さい。
・公序良俗に反するような表現は禁止させて頂きます。
  
▼サンプル記事についての詳細
・ 文字数:1500字　程度
・記事テーマ:
・参考記事:
・依頼本数:1
・設定単価:1200円
（キーワードと記事の参考資料は添付ファイルご参考ください）
サンプル記事が採用された場合：本原稿と同じ金額をお支払い致します。
サンプル記事不採用の場合：受け取った原稿は破棄させて頂き、記事化は致しません。サンプル記事分のお支払いはございません。ご了承下さい。
 
■テーマ
 
ソフトウェア関連
 
 
添付ファイル
 
サンプル.docx
 "
[小学生4-6年生 保護者の方対象]お子様対象のオンライン授業の感想をお聞かせください,固定報酬,3000,3000,0,営業・カスタマーサポート・リサーチ,モニター・調査・リサーチ,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318779?list=odd,"仕事内容
 
▼ご依頼理由
小学生ー中学生のお子さま対象の、オンラインライブ授業のマーケットプレイスを立ち上げております。
弊社の提供するオンライン授業の率直な感想をお聞かせください。

▼納品物の利用目的
弊社提供サービスの品質改善

▼作業内容
ZOOMにて50分のオンライン授業をお子様に受けていただいた後、30分ほどお子様と保護者様にヒアリングをさせていただきます。

合計80分のヒアリング終了をもって、納品完了といたします。

オンライン授業は以下の1-4のトピックより一つ選んでいただきます。

1. ~何面までクリアできる？~　量子コンピューターのゲームで遊んでみよう。

ゲームで遊びながら、量子コンピューターの原理に触れる！この講座では、講座中に無料のパズルゲームをインストールしていただいて、そのパズルゲームをクリアしつつ、量子コンピューターの原理にあたる部分を解説していきます。また、最後には、量子コンピューターでどのように社会が変わっていくかを一緒に考えていきます。

対象：小学４年ー６年生。ゲームが好きな人
必要なもの：アプリをインストールできる状態にある、iphone,ipadなどiOS端末もしくはAndroid端末


2. ~アメリカ最古の都市~　ボストンをオンライン観光しよう。

世界一の大学ハーバードなど、アメリカでも歴史のあるボストンを現地に6年間暮らしていた私がオンラインで案内します。現地の人しか知らない豆知識を、クイズ形式で楽しみながら知っていただけます。

対象：小学４年ー６年生を対象にしています。事前に知っておく知識はないので、気軽にご参加ください。
将来海外に行きたいと考えているお子さま、旅行が好きなお子さまにおすすめです。
必要なもの：なし。


3. ~新しいカメラをデザインしよう~ 目に見えないものを見るためには？

曲がり角を曲がる時に誰かとぶつかりそうになった経験はありませんか。最新の科学の力を使えば、曲がる前に曲がった先になにがあるのかを見ることができます。最新のカメラの科学を紹介しながら、一緒に未来のカメラを想像してデザインしましょう！

対象：小学５年ー６年生
必要なもの：紙とえんぴつ


4. ~ムーンウォークをしよう~ 友達もびっくりのダンスができる

前に歩いているように見えるけど、後ろに進んでいる？有名なマイケルジャクソンもしているムーンウォークをすぐにマスターしましょう。みんなからも驚かれるダンスの動きです。
対象：小学４年ー６年生を対象にしています。ダンスの経験はいりません。
必要なもの：靴下

▼費用
講座は無料で受けていただけます。

▼場所
オンライン

▼納期
4/26

▼所要時間
80分 (お子様の授業50分＋保護者同伴でのヒアリング30分）

▼発注後の連絡ツール
シュフティのメッセージ機能で連絡を取っていただきます。
 
 
 
 "
【健康・美容に興味がある50歳以上の女性対象】1分で終わる簡易アンケートにご協力ください。,タスク,2100,35,0,営業・カスタマーサポート・リサーチ,アンケート,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318665?list=odd,"仕事内容
 
▼ご依頼理由
弊社は、離れて暮らすご実家のテレビにお好きな写真や動画をスマホからお送りするサービス「まごチャンネル」を販売しております。アンケートデータを基に、弊社製品のサービス改善に役立たせていただきます。

▼データの利用目的
50歳以上の女性の方のライフスタイルについて把握すること。

▼アンケート内容
50歳以上の女性の方へ、ライフスタイルについてのアンケートになります。
簡単な設問になりますので、皆様からのご回答お待ちしております。

▼設問数
7問になります。
 
 
 
 "
ヤフーショッピングで販売する商品の画像加工,固定報酬,1000,10000,0,デザイン・写真・動画,写真撮影・写真編集・画像加工,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318604?list=odd,"仕事内容
 
初めまして。

ヤフーショッピングでショッパーをしております西川と申します。

ヤフーショッピングでの商品画像加工を依頼したく募集させていただいております。
どのような画像をお願いしたいか添付をさせていただきます。
ご確認くださいませｎ。

＜こちらから提供する情報＞
○商品画像素材
○参考画像
○掲載文言

上記３点を元に、商品画像の作成をお願いいたします。

＜商品の具体的なジャンル＞
・女性商品、日用品など

＜納品形式＞
600×600ピクセル　Jpegとpsd

<納期または納品ペース＞
トップ画像1枚2日
サブ画像1枚1日

月４０枚程度

＜応募資格＞
ヤフーショッピング、楽天、アマゾンでの画像加工経験者

＜金額＞
１枚当たり最高1500円

※※応募方法※※
今まで作成された画像を添付ください。


今回採用された方と、今後長く一緒にお仕事させていただければと考えております。

どうぞよろしくお願いいたします。
 
 
 
添付ファイル
 
mouse.jpg
ヘアアイロン_1.jpg
 "
【１件2000円】簡単美容系のモニター調査,固定報酬,2000,6000,0,営業・カスタマーサポート・リサーチ,モニター・調査・リサーチ,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/314300?list=odd,"仕事内容
 
ご覧いただきありがとうございます。

当案件は美容サロンや美容クリニックなどの対応やサービスなどをリサーチしていただくお仕事です。
口コミとして皆様からのご意見をブログなどで一部ご紹介させていただきます。
納品物は、チャットワークにて確認をいたします。

【お仕事の流れ】
こちらの指定するサロンのURLをお送りいたしますので、PCより予約し、ご都合の良い日時で来店いただく。
（無料のカウンセリングを受けていただくお仕事ですので、ワーカー様の費用負担はございません。）
来店後、感想(200文字程度）を提出。
納期は発注後、2週間以内とさせていただきます。

【応募条件】
・女性の方、男性の方（ご妊婦様、病気療養中は不可）
・PCをお持ちの方
・脱毛やエステなど美容に興味のある方
・こまめな連絡がしっかりと取れる方
・依頼した内容を漏らさない方
・発注後のChatWorkでのやり取りが可能な方

【応募要項】
・性別
・年齢
・お住まいの都道府県

【報酬金額】
1件2000円(全て込みの金額、交通費支給なし)

仕事の進め方は相談しながら進めていきます。
初心者や未経験の方でもすきま時間にできるお仕事です。

ご応募お待ちしております。
 
 
 
 
2021/03/25 09:58:56 追記
 
スマホのみでもOKといたしました！
PCをお持ちでない方のご応募もお待ちしております★
 
 "
【男性限定！１件2000円】簡単美容系のモニター調査,固定報酬,2000,6000,0,営業・カスタマーサポート・リサーチ,モニター・調査・リサーチ,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/315701?list=odd,"仕事内容
 
ご覧いただきありがとうございます。

当案件は美容サロンや美容クリニックなどの対応やサービスなどをリサーチしていただくお仕事です。
口コミとして皆様からのご意見をブログなどで一部ご紹介させていただきます。
納品物は、チャットワークにて確認をいたします。

【お仕事の流れ】
こちらの指定するサロンのURLをお送りいたしますので、予約し、ご都合の良い日時で来店いただく。
（無料のカウンセリングを受けていただくお仕事ですので、ワーカー様の費用負担はございません。）
来店後、感想(100文字程度）を提出。
納期は発注後、2週間以内とさせていただきます。

【応募条件】
・男性の方（病気療養中は不可）
・脱毛やエステなど美容に興味のある方
・こまめな連絡がしっかりと取れる方
・依頼した内容を漏らさない方
・発注後のChatWorkでのやり取りが可能な方

【応募要項】
・性別
・年齢
・お住まいの都道府県

【報酬金額】
1件2000円(全て込みの金額、交通費支給なし)


・今回のご依頼は、対象となるサービス提供元からのご依頼、またはご提供元から依頼の承諾を得ているかどうか
承諾済み

・指定する美容サロンや美容クリニックなどの店名および店舗のURL
（例）
メンズキレイモ
https://menskireimo.jp/
フォーム入力欄
https://menskireimo.jp/counseling/

お住まいの地域や、来店可能距離により変わってきます。

・口コミを掲載するブログのサイト名およびサイトのURL
皆様からの口コミが20件集まり次第、運営予定（お名前等は記載しません）

・移動以外の所要時間
カウンセリング自体はおよそ60分です。

・「無料のカウンセリング」のカウンセリング内容（体験も含め、施術や実際のサービスが含まれているかどうか）
脱毛に関する知識、料金、脱毛器、サービスの説明
体験、施術、実際のサービスは含まれておりません。

仕事の進め方は相談しながら進めていきます。
初心者や未経験の方でもすきま時間にできるお仕事です。

ご応募お待ちしております。
 
 
 
 "
【急募】子ども向けオンライン英会話　体験談を教えて下さい！,タスク,300,300,0.8,ライティング,クチコミ・レビュー・体験談,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318010?list=odd,"仕事内容
 
子供向けのオンライン英会話の体験談を教えて下さい。
口コミ1件につき報酬300円となります。記入項目も少なく簡単です！

▶お仕事内容
子供向けのオンライン英会話の口コミ・体験談を書いて下さい。

・文字数は400字以上。
・好意的なレビューはもちろん、改善点を含んだ内容のものも歓迎です。
・スクール情報などを、web等で調べて書いて頂いても問題ありませんが、
体験談形式で書いて頂けるようお願いします。
送迎の手間が不要、といったオンラインスクールすべてに共通するメリットだけでなく、
そのスクールならではの魅力（講師の教え方、レッスンや教材の内容）もご記入ください。
・ネット上からの他サイトのコピーや、文章の改変は厳禁となります。

▶口コミ対象スクール（オンライン英会話）
以下スクールの体験談をお願いします。

・Global Step Academy
・GLOBAL CROWN
・hanaso kids
・クラウティ
・Sレッスン
・HATCHLINK jr
・ripple kids park
・新お茶の間留学こども英会話
・QQキッズ

▶記載項目
①タイトル（見出しとなる題名を自由にお願いします）
②スクール名
③お子様の年齢
④体験談（文章400文字程度）
⑤サービスと先生の評価（5段階評価）
⑥受講期間

「注意事項」
・個人ブログや、比較サイトなど他のサイトからの口コミのコピペや、改変は厳禁とします。
・その他、大量の記号で文字数を稼ぐなど、当方で相応しくないと判断した口コミは不可とします。
・同一のスクールに、複数口コミを投稿された場合は非承認とさせていただきます。
 
■テーマ
 
家事・育児
 
 
 "
公務員の面接試験について教えてください,固定報酬,3500,3500,1.0,ライティング,クチコミ・レビュー・体験談,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318559?list=odd,"仕事内容
 
▼ご依頼理由
公務員の面接試験についての記事を下記サイトに掲載したいため。

掲載サイト
https://takken-sikaku.com/


▼作業手順の詳細
以下のテーマに沿ってライティングをお願いいたします。

・面接試験の流れ

・気を付けたほうがいいマナー

・面接で質問された内容とどのように回答したか

・「最後に何か言いたいことはありますか？」という逆質問はありましたか？
あった場合はどのように答えましたか？

・面接対策としてどのようなことをしましたか？

▼納品形式
wordなどテキスト形式

▼注意点
文字数を書けば報酬がもらえる　というライターとしてのポリシーがない方はご遠慮ください。
読み物として面白いもの、説得力のある文章を書いていただける方歓迎です。
コピペチェックツールを使いますので、コピペするとわかります。オリジナルの文章を書ける人だけ応募してください。
 
■テーマ
 
仕事・転職
 
 
 "
シニアを対象にしたアンケート調査ヒアリング+代理入力,固定報酬,1200,1200,0,営業・カスタマーサポート・リサーチ,アンケート,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318587?list=odd,"仕事内容
 
▼ご依頼理由
60歳以上のシニアを対象としたメディア利用状況や日常生活に関するアンケート調査を依頼したいと思っております。ワーカー様ご自身が60歳以上でなくとも、親族などに聞き取りをして、代理入力をしていただいても構いません。

▼データの利用目的
頂いた個人情報は本調査の目的以外では使用されず、データは統計的に処理され、個人情報が外部に公表されることはございません。

▼アンケート内容
シニアの方が普段お使いのメディア(TVや新聞や各種SNS等)の使用状況や、健康や経済面などの日常生活に関する質問となっております。SNSをしていない方でも応募いただけます。一般的なシニアの方の生活実態を調査するものですので、ネットなどをお使いでない方などもどなたでも歓迎です。
10代以上の幅広い層に向けた大規模アンケート調査の一貫になっており、シニアの方には馴染みの薄いものもございますが、知っていないものに関しては飛ばして進めて構いません。
アンケートの回答状況(各種メディアの何を利用しているか)によって設問数が増減致します。

▼設問数
約60問(各種SNSをたくさんしているシニアだと回答数が増えます)

▼報酬額
報酬額のうち500円分はシニアご本人様向けに設定しておりますので、受け取られた報酬の内500円分を
シニアご本人様にお渡しいただけますとと幸いです。

▼納品方法
発注した方にアンケートのURLをお送りします。そちらに回答後、シュフティ上で納品操作をお願いします。

▼詳細仕様
・英数字記号は半角で入力。
・括弧及び句読点や半角で入力できない記号は全角で入力。

▼発注後の連絡ツール
特になし。シュフティの連絡ボードを利用します。

▼禁止事項
・他のサイトからのコピーや転載
・公序良俗に違反するような表現
・実在しないシニアの方を架空で作成して代理回答する行為

▼その他特記事項
・本アンケート調査後に一部の方に追加でご本人へのヒアリング調査(別途仕事として依頼して、報酬も別途お支払いします)を実施しますので、ご本人と直接ご連絡出来るように依頼させて頂く場合がございます。
・シニアの方の年代に応じて回答枠がございますので、事前にシニアご本人の年代をお聞きする場合があります。

 
 
 
 "
"【報酬3,000円】:日本国内で2年以上～日本語教師の経験者様限定!体験談募集",固定報酬,3000,3000,2.0,ライティング,クチコミ・レビュー・体験談,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318328?list=odd,"仕事内容
 
コンテンツ企画を行っております、株式会社プロスペクトと申します。

今回は、日本国内で2年以上日本語教師として働いていた経験のある方の
体験談を募集しています。

いただいたレポートは弊社の日本語教師レポートサイトに掲載いたします。
是非貴重な体験談をお聞かせください！


※※※※※※※※【注意】※※※※※※※※
ご応募いただける場合、下記URLの必要事項を
初回のご応募・ご連絡と同時にメッセージ欄よりお知らせください。
http://ur0.link/OlCd

選考をスムーズに行うため、
必要事項のお知らせがない場合は発注を見送ることもございます。
※※※※※※※※※※※※※※※※※※※※


▼報酬
3,000円（税込・システム手数料込み）


▼募集要項
応募条件等を記載しています。必ずよくご確認いただいた上でご応募ください。
http://ur0.link/OlCb


▼所要時間
2時間程度（レポートのみ）


▼ボリューム
・16問程度の質問に指定された文字数（100～200字）以上で回答。
その他、基本情報や選択式の入力もあり
・関連する写真を１枚納品（例：授業風景／教材 等）
※掲載するサイトに参考写真として掲載します。
※どうしても写真の提出が難しい場合は応相談


▼注意事項１
このお仕事はこれから体験し、レポートするものではありません。
2年以上、国内で日本語教師の経験がある方が対象です。


▼注意事項２
レポートガイドラインに反する投稿をされた場合には、修正等をお願いしています。
https://goo.gl/q4DNMY


▼注意事項３
契約から10営業日以内の納品をお願いしています。
※難しい場合は、事前にご相談ください。


▼作業手順
1：選考後、お仕事をお願いしたい方に納品フォーマットを送付。
2：必要事項を入力の上、納品。


ご応募お待ちしております！

株式会社プロスペクト
担当：白井（出勤予定日 
https://goo.gl/RosHwu
）



※※※※※※※※【注意】※※※※※※※※
募集要項をよくご確認の上、必ず下記URLの必要事項を
初回のご連絡・応募と同時にメッセージ欄よりお知らせください。
http://ur0.link/OlCd
※※※※※※※※※※※※※※※※※※※※
 
■テーマ
 
教育
 
 
 "
"【報酬3,000円】:日本国内で2年以上～日本語教師の経験者様限定!体験談募集",固定報酬,3000,3000,2.0,ライティング,クチコミ・レビュー・体験談,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318328?list=odd,"仕事内容
 
コンテンツ企画を行っております、株式会社プロスペクトと申します。

今回は、日本国内で2年以上日本語教師として働いていた経験のある方の
体験談を募集しています。

いただいたレポートは弊社の日本語教師レポートサイトに掲載いたします。
是非貴重な体験談をお聞かせください！


※※※※※※※※【注意】※※※※※※※※
ご応募いただける場合、下記URLの必要事項を
初回のご応募・ご連絡と同時にメッセージ欄よりお知らせください。
http://ur0.link/OlCd

選考をスムーズに行うため、
必要事項のお知らせがない場合は発注を見送ることもございます。
※※※※※※※※※※※※※※※※※※※※


▼報酬
3,000円（税込・システム手数料込み）


▼募集要項
応募条件等を記載しています。必ずよくご確認いただいた上でご応募ください。
http://ur0.link/OlCb


▼所要時間
2時間程度（レポートのみ）


▼ボリューム
・16問程度の質問に指定された文字数（100～200字）以上で回答。
その他、基本情報や選択式の入力もあり
・関連する写真を１枚納品（例：授業風景／教材 等）
※掲載するサイトに参考写真として掲載します。
※どうしても写真の提出が難しい場合は応相談


▼注意事項１
このお仕事はこれから体験し、レポートするものではありません。
2年以上、国内で日本語教師の経験がある方が対象です。


▼注意事項２
レポートガイドラインに反する投稿をされた場合には、修正等をお願いしています。
https://goo.gl/q4DNMY


▼注意事項３
契約から10営業日以内の納品をお願いしています。
※難しい場合は、事前にご相談ください。


▼作業手順
1：選考後、お仕事をお願いしたい方に納品フォーマットを送付。
2：必要事項を入力の上、納品。


ご応募お待ちしております！

株式会社プロスペクト
担当：白井（出勤予定日 
https://goo.gl/RosHwu
）



※※※※※※※※【注意】※※※※※※※※
募集要項をよくご確認の上、必ず下記URLの必要事項を
初回のご連絡・応募と同時にメッセージ欄よりお知らせください。
http://ur0.link/OlCd
※※※※※※※※※※※※※※※※※※※※
 
■テーマ
 
教育
 
 
 "
インストラクターの独立に関する記事　0420,固定報酬,4500,4500,1.5,ライティング,記事・ブログ作成,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318792?list=odd,"仕事内容
 
閲覧ありがとうございます。

ヨガのインストラクターとして独立する為のノウハウについて、解説をお願いしたいと思います。

■ヨガのインストラクター（独立）に関する解説記事
・記事のタイトル例：
　「ヨガインストラクターとして独立する際の心得５選」
　「なぜ女性にヨガインストラクターとしての独立を勧めるのか」　など

■1記事3,000文字以上　3記事
■1記事1500円×3記事

■納期　4日間くらいで3記事完了が理想です。（※但しご相談させて頂きますので可能納期を教えてください）

■ヨガインストラクターとして独立して生計を立てていく為のノウハウ、必要なこと、準備事項など
実体験（もしくはそれに近い）を交えて解説をお願いしたく思います。

●依頼の理由
ヨガインストラクターに関するオウンドメディアで急遽記事増強の必要が出た為、記事が必要になりました。
比較的わかりやすく、かつ有益なヨガインストラクターに関する情報を網羅した記事が必要になった為、今回の募集に至りました。
ヨガインストラクターに関する全般的な知識の補完ができるような記事を集めています。
但し読者は一般読者なので、平易な記事が希望です。

● 納品物の利用方法
納品された記事は弊社メディアにて使用をさせて頂きます。

● 納品物の形式ファイルはテキスト、もしくはワードファイルでの納品をお願いします。

●わかりやすいマニュアルをおつけしますので、初心者の方でも対応頂ける案件になっています。

● その他ライティングの仕様
「記事のテーマ　大まかな構成は決まっていますので、その指示通りに書いてください。」
「コピペは絶対にNGです」

● 薬機法・景品表示法
薬機法、景品表示法に抵触するような作業は一切ございません。
ご安心のうえご応募ください。

● 著作権・商標等
著作権、商標などに抵触するような作業はありません。

● その他法令違反、名誉棄損・誹謗中傷、虚偽、わいせつ
公序良俗に反する内容が依頼内容に含まれている事はありません。
一般の読者向けの記事ですので、気持ちよく作業頂けます。

【注意事項】
ご連絡はすべて連絡ボード上にて行います

 【報酬支払い条件について】
報酬ですが、3記事に満たなかった場合も、制作頂いた本数（制作頂いた中で、弊社合格基準を満たした記事の本数）分は報酬の支払いさせて頂きますのでご安心ください。

 
■テーマ
 
ヨガインストラクター
 
 
 "
"【報酬3,000円】:海外で1年以上～日本語教師の経験者様限定!体験談募集",固定報酬,3000,3000,2.0,ライティング,クチコミ・レビュー・体験談,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318327?list=odd,"仕事内容
 
コンテンツ企画を行っております、株式会社プロスペクトと申します。

海外で1年以上日本語教師として働いていた経験のある方の
体験談を募集しています。

いただいたレポートは弊社の日本語教師レポートサイトに掲載いたします。
ぜひ貴重な体験談をお聞かせください！


※※※※※※※※【注意】※※※※※※※※
ご応募いただける場合、下記URLの必要事項を
初回のご応募・ご連絡と同時にメッセージ欄よりお知らせください。
http://ur0.link/OlC9

選考をスムーズに行うため、
必要事項のお知らせがない場合は発注を見送ることもございます。
※※※※※※※※※※※※※※※※※※※※


▼報酬
3,000円（税込・システム手数料込み）


▼募集要項
応募条件等を記載しています。必ずよくご確認いただいた上でご応募ください。
http://ur0.link/OlC8


▼所要時間
2時間～2時間半程度（レポートのみ）


▼ボリューム
・16問程度の質問に指定された文字数（100～200字）以上で回答。
その他、基本情報や選択式の入力もあり
・関連する写真を１枚納品（例：授業風景／教材 等）
※掲載するサイトに参考写真として掲載します。
※どうしても写真の提出が難しい場合は応相談


▼注意事項１
このお仕事はこれから体験し、レポートするものではありません。
1年以上、海外で日本語教師の経験がある方が対象です。


▼注意事項２
レポートガイドラインに反する投稿をされた場合には、修正等をお願いしています。
https://goo.gl/q4DNMY


▼注意事項３
契約から10営業日以内の納品をお願いしています。
※難しい場合は、事前にご相談ください。


▼作業手順
１：選考後、お仕事をお願いしたい方に納品フォーマットを送付。
２：必要事項を入力の上、納品。


ご応募お待ちしております！

株式会社プロスペクト
担当：白井（出勤予定日 
https://goo.gl/RosHwu
）



※※※※※※※※【注意】※※※※※※※※
募集要項をよくご確認の上、必ず下記URLの必要事項を
初回のご連絡・応募と同時にメッセージ欄よりお知らせください。
http://ur0.link/OlC9
※※※※※※※※※※※※※※※※※※※※
 
■テーマ
 
教育
 
 
 "
インストラクターの独立に関する記事,固定報酬,4500,4500,1.5,ライティング,記事・ブログ作成,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318721?list=odd,"仕事内容
 
閲覧ありがとうございます。

ヨガのインストラクターとして独立する為のノウハウについて、解説をお願いしたいと思います。

■ヨガのインストラクター（独立）に関する解説記事
・記事のタイトル例：
　「ヨガインストラクターとして独立する際の心得５選」
　「なぜ女性にヨガインストラクターとしての独立を勧めるのか」　など

■1記事3,000文字以上　3記事
■1記事1500円×3記事

■納期　4日間くらいで3記事完了が理想です。（※但しご相談させて頂きますので可能納期を教えてください）

■ヨガインストラクターとして独立して生計を立てていく為のノウハウ、必要なこと、準備事項など
実体験（もしくはそれに近い）を交えて解説をお願いしたく思います。

●依頼の理由
ヨガインストラクターに関するオウンドメディアで急遽記事増強の必要が出た為、記事が必要になりました。
比較的わかりやすく、かつ有益なヨガインストラクターに関する情報を網羅した記事が必要になった為、今回の募集に至りました。
ヨガインストラクターに関する全般的な知識の補完ができるような記事を集めています。
但し読者は一般読者なので、平易な記事が希望です。

● 納品物の利用方法
納品された記事は弊社メディアにて使用をさせて頂きます。

● 納品物の形式ファイルはテキスト、もしくはワードファイルでの納品をお願いします。

●わかりやすいマニュアルをおつけしますので、初心者の方でも対応頂ける案件になっています。

● その他ライティングの仕様
「記事のテーマ　大まかな構成は決まっていますので、その指示通りに書いてください。」
「コピペは絶対にNGです」

● 薬機法・景品表示法
薬機法、景品表示法に抵触するような作業は一切ございません。
ご安心のうえご応募ください。

● 著作権・商標等
著作権、商標などに抵触するような作業はありません。

● その他法令違反、名誉棄損・誹謗中傷、虚偽、わいせつ
公序良俗に反する内容が依頼内容に含まれている事はありません。
一般の読者向けの記事ですので、気持ちよく作業頂けます。

【注意事項】
ご連絡はすべて連絡ボード上にて行います

 【報酬支払い条件について】
報酬ですが、3記事に満たなかった場合も、制作頂いた本数（制作頂いた中で、弊社合格基準を満たした記事の本数）分は報酬の支払いさせて頂きますのでご安心ください。

 
■テーマ
 
ヨガインストラクター
 
 
 "
インタビュー文字起こし（60分 5500円前後を想定）,固定報酬,5500,5500,0.6,ライティング,テープ・文字起こし,シュフティ,https://app.shufti.jp/,2021-04-21,https://app.shufti.jp/jobs/view/318782?list=odd,"仕事内容
 
【 概要 】
メディアの編集長、経営者へのインタビューのテープ起こしをお願いします。
約60分ほどあります。

音声データは、後ほどお送りします。

【 依頼内容 】
・作業：インタビュー音声の文字起こししていただきます。
・作業量：約60分の音声1本
・入力形式：wordまたはtxt形式

【 納期 】
4月23日AM10:00までに納品希望

【重視する点・採用判断基準】
過去の作業実績を重視させていただきます。

【 注意点・禁止事項 】
データの内容を第三者に漏洩することは厳禁です。

その他ご質問等ありましたら、気軽にお問い合わせください。
どうぞよろしくお願いいたします。
 
■テーマ
 
仕事・転職
 
 
 "
